Id,Artist,Title,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Total,ReleaseDate,Unique_Listener,Year,Recency,log_Total,log_Total_norm,Unique_norm,Recency_norm,SongScore,MainGenre,Genre
3325,Money Man,24,,,,,39161958,10/28/2020,125949,2020.0,0.9375,17.4832164,0.529685465,0.032906768,0.9375,46.22147627,Hip-Hop / Rap,rap
3326,A$AP Rocky,Everyday,,,,,39137032,4/1/2016,196137,2016.0,0.8875,17.48257971,0.529623676,0.051245118,0.8875,45.76853733,Hip-Hop / Rap,rap
3327,Aaron Carter,Sooner Or Later,,,,,39116640,10/6/2023,47936,2023.0,0.975,17.48205854,0.529573097,0.012523943,0.975,46.35437313,Pop,bubblegum pop
3328,Alan Walker,Diamond Heart,,,,,39114062,12/14/2018,100244,2018.0,0.9125,17.48199263,0.529566701,0.026190701,0.9125,45.51405607,Electronic / EDM,"dance-pop, electronic, electropop, pop"
3329,Liam Payne,Bedroom Floor,,,,,39065102,12/6/2019,122007,2019.0,0.925,17.48074012,0.529445148,0.031876823,0.925,45.92856208,Pop,pop
3330,Drake,8 Out Of 10,,,,,39053607,6/29/2018,221814,2018.0,0.9125,17.48044582,0.529416587,0.057953869,0.9125,46.45944544,Hip-Hop / Rap,rap
3331,6ix9ine,GUMMO,,,,,39033396,4/10/2018,247492,2018.0,0.9125,17.47992817,0.52936635,0.064662881,0.9125,46.65820396,Hip-Hop / Rap,trap
3332,5 Seconds of Summer,Amnesia,,,,,39024525,3/18/2014,449366,2014.0,0.8625,17.47970088,0.529344292,0.117407455,0.8625,47.23943825,Pop,"pop, pop punk, pop rock, power pop, teen pop"
3333,Riar Saab,Obsessed,,,,,39022272,9/29/2009,19366,2009.0,0.8,17.47964314,0.529338689,0.005059324,0.8,42.61871417,Hip-Hop / Rap,"punjabi pop, punjabi hip hop, desi hip hop"
3334,Olivia Rodrigo,ballad of a homeschooled girl,,,,,39004122,9/8/2023,731548,2023.0,0.975,17.47917792,0.52929354,0.191134478,0.975,51.69871136,Folk / Country,"folk pop, pop, pop punk, pop rock, power pop"
3335,Dj LK da Escócia,Tubarão Te Amo,,,,,38981595,9/28/2022,186234,2022.0,0.9625,17.4786002,0.529237474,0.048657714,0.9625,47.17160511,Hip-Hop / Rap,"brazilian funk, funk carioca"
3336,Cali Y El Dandee,Lumbra,,,,,38976581,1/20/2017,28502,2017.0,0.9,17.47847156,0.52922499,0.00744633,0.9,44.6846394,Latin,"colombian pop, pop urbano"
3337,Hugh Jackman,The Other Side,,,,,38973245,8/26/2016,298038,2016.0,0.8875,17.47838597,0.529216684,0.077869273,0.8875,46.54691237,Hip-Hop / Rap,musicals
3338,Khalid,Right Back,,,,,6578507,11/27/2020,98301,2020.0,0.9375,15.69931853,0.35656258,0.025683044,0.9375,37.34862032,Other,"contemporary r&b, pop, r&b"
3339,"Tyler, The Creator",Thought I Was Dead,,,,,38906677,10/28/2024,342431,2024.0,0.9875,17.47667646,0.52905078,0.089468042,0.9875,48.88658028,Hip-Hop / Rap,rap
3340,J. Cole,She Knows,,,,,38891803,2/13/2015,106072,2015.0,0.875,17.47629409,0.529013672,0.02771341,0.875,44.7820859,Hip-Hop / Rap,rap
3341,Farruko,Chillax,,,,,38857548,4/19/2023,15205,2023.0,0.975,17.47541293,0.528928157,0.00397216,0.975,46.06557265,Hip-Hop / Rap,"reggaeton, trap latino"
3342,Nelly Furtado,Promiscuous,,,,,38812810,1/1/2006,2019867,2006.0,0.7625,17.47426093,0.528816359,0.527739668,0.7625,57.52300798,Rock,"alternative rock, folk, indie rock, pop, soft rock"
3343,Journey,Don't Stop Believin',,,,,38785137,10/16/2001,1777378,2001.0,0.7,17.47354769,0.528747141,0.464383422,0.7,54.36885968,Rock,"aor, classic rock"
3344,Adele,I Drink Wine,,,,,38781657,11/19/2021,357885,2021.0,0.95,17.47345796,0.528738433,0.093505782,0.95,48.24209508,R&B / Soul,soft pop
3345,Stanaj,Romantic - NOTD Remix,,,,,38725162,1/27/2017,56915,2017.0,0.9,17.47200015,0.528596956,0.014869928,0.9,44.87594564,Hip-Hop / Rap,rap
3346,Morgan Wallen,I Got Better,,,,,38680253,5/16/2025,76174,2025.0,1.0,17.4708398,0.528484346,0.019901818,1.0,47.02127185,Folk / Country,country
3347,DJ LG PROD,Mtg Quero Te Encontrar,,,,,38665195,2/23/2024,5336,2024.0,0.9875,17.47045043,0.528446559,0.001393639,0.9875,46.21413711,R&B / Soul,"brazilian funk, funk de bh"
3348,Niall Horan,No Judgement,,,,,38648976,3/13/2020,172837,2020.0,0.9375,17.47003086,0.528405841,0.045157417,0.9375,46.52501457,Pop,pop
3349,Karan Aujla,For A Reason,,,,,46820993,11/5/2021,12364,2021.0,0.95,17.66184225,0.547020663,0.003229878,0.95,46.44792948,Hip-Hop / Rap,"punjabi pop, punjabi hip hop, bhangra, desi hip hop, desi"
3350,Demi Lovato,I Love Me,,,,,38619943,1/23/2021,178649,2021.0,0.95,17.46927938,0.528332912,0.046675945,0.95,46.81692396,Pop,"dance-pop, electropop, pop, pop rock, teen pop"
3351,Selena Gomez,Feel Me,,,,,38596593,4/9/2020,204209,2020.0,0.9375,17.46867459,0.528274218,0.053354127,0.9375,46.76433474,Indie / Alternative,"teen pop, electropop, dance-pop, alternative pop, contemporary r&b"
3352,Taylor Swift,Out Of The Woods (Taylor's Version),,,,,38569517,10/26/2023,567102,2023.0,0.975,17.46797283,0.528206114,0.148168895,0.975,50.35537258,Indie / Alternative,"country, pop, contemporary country, synth-pop, country pop"
3353,Kodak Black,Transportin',,,,,38568426,8/18/2017,504497,2017.0,0.9,17.46794455,0.528203369,0.131811791,0.9,48.3645222,Hip-Hop / Rap,"rap, trap"
3354,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),,,,,38552474,3/9/2020,177301,2020.0,0.9375,17.46753086,0.528163222,0.046323747,0.9375,46.54787351,Hip-Hop / Rap,trap
3355,Rauw Alejandro,Fantasias - Remix,,,,,38522478,3/6/2020,27689,2020.0,0.9375,17.4667525,0.528087684,0.007233913,0.9375,45.3714016,Hip-Hop / Rap,"reggaeton, urbano latino, trap latino, latin"
3356,Rae Sremmurd,Perplexing Pegasus,,,,,38521533,5/4/2018,39286,2018.0,0.9125,17.46672797,0.528085303,0.010263916,0.9125,44.96218265,Hip-Hop / Rap,"pop rap, trap"
3357,KAROL G,Papasito,,,,,38477765,6/20/2025,57354,2025.0,1.0,17.46559113,0.527974976,0.014984628,1.0,46.84828762,Latin,"reggaeton, latin, urbano latino"
3358,Semicenk,Pişman Değilim,,,,,38477520,6/2/2023,14344,2023.0,0.975,17.46558476,0.527974358,0.003747202,0.975,46.01113395,Other,"turkish pop, arabesk, turkish hip hop"
3359,Chino Pacas,Dijeron Que No La Iba Lograr,,,,,38442524,10/18/2024,63567,2024.0,0.9875,17.46467483,0.527886051,0.016607928,0.9875,46.64254038,Hip-Hop / Rap,"corrido, corridos tumbados, corridos bélicos, música mexicana"
3360,Maluma,Cuatro Babys,,,,,38432542,10/7/2016,13994,2016.0,0.8875,17.46441513,0.527860848,0.003655756,0.8875,44.2527151,Hip-Hop / Rap,"reggaeton, latin, urbano latino"
3361,Kendrick Lamar,man at the garden,,,,,38401151,11/22/2024,688344,2024.0,0.9875,17.46359802,0.527781549,0.179846365,0.9875,51.53446842,Hip-Hop / Rap,"hip hop, west coast hip hop"
3362,LE SSERAFIM,UNFORGIVEN,,,,,38401023,5/1/2023,3936,2023.0,0.975,17.46359468,0.527781226,0.001027855,0.975,45.91989694,K-Pop,k-pop
3363,Future,Crushed Up,,,,,38400356,1/18/2019,170074,2019.0,0.925,17.46357731,0.52777954,0.044435515,0.925,46.22204245,Hip-Hop / Rap,rap
3364,Tulus,Hati-Hati di Jalan,,,,,38394497,3/3/2022,36254,2022.0,0.9625,17.46342473,0.527764732,0.009471731,0.9625,45.92238853,Hip-Hop / Rap,"indonesian pop, indonesian jazz, indonesian indie"
3365,Ed Sheeran,Bibia Be Ye Ye,,,,,38377655,3/3/2017,158434,2017.0,0.9,17.46298597,0.527722152,0.041394277,0.9,45.62793591,Folk / Country,soft pop
3366,Route 94,My Love,,,,,38341318,,395392,,,17.4620387,0.527630221,0.103305413,,,Hip-Hop / Rap,house
3367,Vince Guaraldi Trio,Christmas Time Is Here - Vocal - Album Version,,,,,38251187,3/19/2013,44859,2013.0,0.85,17.45968518,0.527401818,0.01172,0.85,43.7216909,Jazz / Blues,jazz
3368,Banx & Ranx,Answerphone,,,,,38247111,3/15/2018,255,2018.0,0.9125,17.45957861,0.527391476,6.61e-05,0.9125,44.62155687,Hip-Hop / Rap,rap
3369,Kehlani,Gangsta,,,,,38231115,8/5/2016,503261,2016.0,0.8875,17.4591603,0.52735088,0.131488856,0.8875,48.06220965,Indie / Alternative,"neo soul, pop, r&b, alternative r&b, adult contemporary r&b"
3370,Post Malone,Otherside,,,,,38222422,10/20/2021,207070,2021.0,0.95,17.45893289,0.52732881,0.054101634,0.95,46.98948955,Hip-Hop / Rap,"pop rap, trap, r&b, alternative r&b, contemporary r&b"
3371,Olivia Rodrigo,love is embarrassing,,,,,38209558,9/8/2023,757796,2023.0,0.975,17.45859628,0.527296143,0.197992417,0.975,51.80457966,Folk / Country,"folk pop, pop, pop punk, pop rock, power pop"
3372,Cosculluela,Te Busco,,,,,38179578,7/4/2015,64481,2015.0,0.875,17.45781135,0.527219968,0.016846733,0.875,44.36640036,Hip-Hop / Rap,"reggaeton, trap latino, latin hip hop"
3373,Drake,Lemon Pepper Freestyle,,,,,38173066,3/5/2021,2033,2021.0,0.95,17.45764077,0.527203413,0.000530649,0.95,45.37609014,Hip-Hop / Rap,rap
3374,The Weeknd,False Alarm,,,,,38079941,11/25/2016,595978,2016.0,0.8875,17.45519824,0.526966372,0.155713464,0.8875,48.76972253,Indie / Alternative,"pop, synth-pop, r&b, dance-pop, alternative r&b"
3375,Sal Priadi,Gala bunga matahari,,,,,38068397,4/30/2024,15513,2024.0,0.9875,17.45489505,0.526936948,0.004052632,0.9875,46.21842635,Hip-Hop / Rap,"indonesian indie, indonesian pop"
3376,Lil Baby,Sum 2 Prove,,,,,38058092,1/10/2020,355167,2020.0,0.9375,17.45462431,0.526910674,0.092795637,0.9375,47.87940278,Hip-Hop / Rap,"rap, trap"
3377,Tory Lanez,Say It,,,,,38026445,8/19/2016,536787,2016.0,0.8875,17.45379242,0.526829941,0.140248352,0.8875,48.29894759,Indie / Alternative,"alternative r&b, contemporary r&b, r&b"
3378,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),,,,,38025692,12/17/2020,60813,2020.0,0.9375,17.45377262,0.526828019,0.015888377,0.9375,45.56805226,Other,"piseiro, forró, arrocha, sertanejo, seresta, brega"
3379,24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",,,,,38004584,11/6/2020,80014,2020.0,0.9375,17.45321737,0.526774133,0.020905113,0.9375,45.71586004,Hip-Hop / Rap,"cloud rap, pop rap, rap, trap"
3380,Klingande,Jubel,,,,,37984626,11/15/2019,190377,2019.0,0.925,17.45269208,0.526723155,0.049740175,0.925,46.32836303,Electronic / EDM,"tropical house, deep house"
3381,Zeynep Bastık,Lan,,,,,37904170,7/9/2024,16442,2024.0,0.9875,17.45057172,0.526517379,0.004295356,0.9875,46.20472965,Hip-Hop / Rap,"turkish pop, turkish hip hop"
3382,Apache 207,Bläulich,,,,,37818947,6/23/2022,31210,2022.0,0.9625,17.4483208,0.526298934,0.008153862,0.9625,45.80956253,Hip-Hop / Rap,rap
3383,Tiago PZK,Piel,,,,,37805671,2/2/2024,53008,2024.0,0.9875,17.4479697,0.52626486,0.013849128,0.9875,46.47871684,Hip-Hop / Rap,"argentine trap, urbano latino"
3384,Bruno Mars,Grenade,,,,,37736205,5/11/2010,1711773,2010.0,0.8125,17.44613056,0.526086376,0.447242494,0.8125,55.97159361,R&B / Soul,"pop, r&b, rock, soul"
3385,Kevin Gates,Really Really,,,,,37654686,4/4/2017,214982,2017.0,0.9,17.44396799,0.525876504,0.05616884,0.9,45.9788904,Hip-Hop / Rap,"gangsta rap, southern rap"
3386,The Chainsmokers,Everybody Hates Me,,,,,37643043,12/14/2018,93658,2018.0,0.9125,17.44365874,0.525846492,0.024469945,0.9125,45.27642295,Other,"dance-pop, electronic, electropop"
3387,Charli xcx,1999,,,,,37581668,4/7/2025,547992,2025.0,1.0,17.44202696,0.525688132,0.143175935,1.0,50.57968465,Other,"hyperpop, art pop"
3388,Mac Miller,Self Care,,,,,37556016,8/3/2018,981736,2018.0,0.9125,17.44134416,0.525621868,0.256502279,0.9125,52.22616175,Other,"r&b, alternative r&b, contemporary r&b, cloud rap, trap"
3389,Adele,My Little Love,,,,,37508246,11/19/2021,329520,2021.0,0.95,17.44007139,0.525498348,0.086094724,0.95,47.85775912,R&B / Soul,soft pop
3390,Lil Wayne,Uproar,,,,,37498108,9/28/2018,235122,2018.0,0.9125,17.43980106,0.525472114,0.061430913,0.9125,46.36653307,Hip-Hop / Rap,"rap, hip hop"
3391,Paulo Londra,Nena Maldicion,,,,,37459400,5/23/2019,69,2019.0,0.925,17.43876826,0.525371883,1.75e-05,0.925,44.76911932,Latin,"argentine trap, trap latino, reggaeton"
3392,Playboi Carti,Shoota,,,,,37454725,5/11/2018,20302,2018.0,0.9125,17.43864345,0.525359771,0.005303877,0.9125,44.67710484,Hip-Hop / Rap,rage rap
3393,Kendrick Lamar,FEEL.,,,,,37403855,4/14/2017,848866,2017.0,0.9,17.43728436,0.525227874,0.221786706,0.9,50.91499488,Hip-Hop / Rap,"hip hop, west coast hip hop"
3394,PinkPantheress,Boy's a liar,,,,,37377350,2/3/2023,707679,2023.0,0.975,17.43657549,0.52515908,0.184898112,0.975,51.30489735,Indie / Alternative,bedroom pop
3395,Anitta,Paradinha,,,,,37377127,5/31/2017,147047,2017.0,0.9,17.43656952,0.525158501,0.038419142,0.9,45.41049929,Latin,"brazilian pop, funk pop, brazilian funk, funk carioca"
3396,Idina Menzel,Baby It's Cold Outside (duet with Michael Bublé),,,,,37337727,10/10/2014,164385,2014.0,0.8625,17.43551485,0.525056147,0.042949123,0.8625,44.79128104,Pop,musicals
3397,Jimin,With you,,,,,37311739,1/9/2025,224930,2025.0,1.0,17.43481858,0.524988576,0.058768001,1.0,48.01246883,R&B / Soul,k-pop
3398,Mumford & Sons,Believe,,,,,37290921,6/23/2017,357264,2017.0,0.9,17.43426048,0.524934413,0.09334353,0.9,47.04702657,Indie / Alternative,"folk, indie folk, folk rock"
3399,MARINA,Bubblegum Bitch,,,,,37288201,4/27/2012,1134149,2012.0,0.8375,17.43418753,0.524927335,0.296323943,0.8375,51.88608502,Indie / Alternative,"indie pop, electropop, emo pop, dance-pop, alternative rock"
3400,Mahmood,TUTA GOLD,,,,,37263179,3/7/2024,62357,2024.0,0.9875,17.43351627,0.52486219,0.016291785,0.9875,46.48186304,Indie / Alternative,alternative r&b
3401,Taylor Swift,thanK you aIMee,,,,,37248403,4/19/2024,380897,2024.0,0.9875,17.43311966,0.5248237,0.099518236,0.9875,48.97673205,Indie / Alternative,"pop rock, electropop, pop, country, country pop"
3402,iZaak,BBY BOO - REMIX,,,,,37200853,3/27/2024,42981,2024.0,0.9875,17.43184228,0.524699733,0.011229326,0.9875,46.32186644,Hip-Hop / Rap,rap
3403,Taylor Swift,This Love (Taylor’s Version),,,,,37199003,5/6/2022,628537,2022.0,0.9625,17.43179254,0.524694907,0.164220308,0.9625,50.41135457,Indie / Alternative,"pop rock, pop, indie folk, country, contemporary country"
3404,Central Cee,GBP,,,,,37194378,1/24/2025,2831,2025.0,1.0,17.43166821,0.52468284,0.000739146,1.0,46.25631638,Hip-Hop / Rap,"uk drill, drill, uk grime"
3405,Rae Sremmurd,Guatemala,,,,,37173684,7/11/2024,2189,2024.0,0.9875,17.43111168,0.52462883,0.000571408,0.9875,45.99858374,Hip-Hop / Rap,"alternative r&b, cloud rap, pop rap, r&b, trap"
3406,Yandel,Encantadora,,,,,37133269,11/6/2015,96978,2015.0,0.875,17.43002389,0.524523263,0.025337378,0.875,44.48628449,Latin,"reggaeton, urbano latino, latin"
3407,Sabrina Carpenter,Skin,,,,,37080517,6/28/2024,324590,2024.0,0.9875,17.42860227,0.524385298,0.08480664,0.9875,48.51346411,Pop,pop
3408,Drake,10 Bands,,,,,37064553,7/11/2019,409596,2019.0,0.925,17.42817165,0.524343508,0.107016559,0.925,47.92767217,Hip-Hop / Rap,rap
3409,Tarcísio do Acordeon,Rolê,,,,,37050141,3/15/2017,55265,2017.0,0.9,17.42778274,0.524305765,0.014438825,0.9,44.64845302,Hip-Hop / Rap,"forró, piseiro, seresta, arrocha, pagode baiano"
3410,Travis Scott,ESCAPE PLAN,,,,,37049260,11/5/2021,442570,2021.0,0.95,17.42775896,0.524303458,0.115631832,0.95,48.68412783,Hip-Hop / Rap,rap
3411,Walker Hayes,Fancy Like,,,,,37031292,1/21/2022,111545,2022.0,0.9625,17.42727387,0.524256381,0.029143366,0.9625,46.33712002,Folk / Country,country
3412,Drake,Diplomatic Immunity,,,,,36977686,1/20/2018,106321,2018.0,0.9125,17.42582523,0.524115794,0.027778467,0.9125,45.28914372,Hip-Hop / Rap,rap
3413,Black Eyed Peas,Don't You Worry,,,,,36963521,6/17/2022,148948,2022.0,0.9625,17.42544209,0.524078611,0.038915825,0.9625,46.6214053,Hip-Hop / Rap,"dance-pop, electronic, pop, pop rap"
3414,Michael Bublé,I'll Be Home for Christmas,,,,,36962720,12/5/2024,385889,2024.0,0.9875,17.42542042,0.524076508,0.100822519,0.9875,48.97850097,Jazz / Blues,christmas
3415,Noriel,Cuerpo en Venta,,,,,36923252,8/9/2019,27353,2019.0,0.925,17.42435207,0.523972827,0.007146125,0.925,44.91302512,Hip-Hop / Rap,"trap latino, dembow, reggaeton, trap"
3416,Dominic Fike,misses,,,,,36908251,5/3/2024,624806,2024.0,0.9875,17.42394572,0.523933391,0.163245492,0.9875,50.84403432,Indie / Alternative,alternative pop
3417,Myke Towers,Girl,,,,,36889213,2/24/2015,93134,2015.0,0.875,17.42342976,0.523883319,0.024333037,0.875,44.42415709,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino"
3418,San Holo,Light,,,,,36866346,10/6/2022,154373,2022.0,0.9625,17.42280969,0.523823143,0.04033324,0.9625,46.65115434,Hip-Hop / Rap,"future bass, edm"
3419,Dua Lipa,Blow Your Mind (Mwah),,,,,36844140,6/2/2017,589758,2017.0,0.9,17.42220717,0.52376467,0.154088335,0.9,48.81088354,Indie / Alternative,pop
3420,Shawn Mendes,Nervous,,,,,36800085,11/2/2018,161021,2018.0,0.9125,17.42101074,0.523648559,0.042070195,0.9125,45.6945338,Folk / Country,"folk pop, pop, pop rock, pop soul, teen pop"
3421,Tiësto,Secrets,,,,,219296,1/1/2009,120985,2009.0,0.8,12.29818225,0.0264907,0.0316098,0.8,18.27282898,Other,"edm, trance, big room"
3422,BTS,DNA,,,,,36732158,8/24/2018,680141,2018.0,0.9125,17.4191632,0.52346926,0.177703129,0.9125,49.75455684,Pop,k-pop
3423,The 1975,The Sound,,,,,36720089,8/28/2012,516376,2012.0,0.8375,17.41883457,0.523437368,0.134915474,0.8375,46.9693326,Hip-Hop / Rap,country
3424,Taylor Swift,invisible string,,,,,36674639,7/24/2020,821095,2020.0,0.9375,17.41759607,0.523317174,0.214530846,0.9375,51.35178406,Indie / Alternative,"electropop, pop, synth-pop, pop rock, country"
3425,Taylor Swift,Welcome To New York (Taylor's Version),,,,,36548369,10/26/2023,523201,2023.0,0.975,17.41414715,0.522982464,0.136698674,0.975,49.75008343,Indie / Alternative,"electropop, indie folk, pop rock, alternative pop, contemporary country"
3426,J. Cole,Neighbors,,,,,36493749,8/31/2009,499356,2009.0,0.8,17.41265157,0.522837322,0.130468578,0.8,46.05592346,Hip-Hop / Rap,rap
3427,Ed Sheeran,The Joker And The Queen,,,,,6298680,2/11/2022,87064,2022.0,0.9625,15.6558508,0.352344145,0.0227471,0.9625,37.54962022,Folk / Country,soft pop
3428,Muni Long,Hrs and Hrs,,,,,36486533,9/23/2022,65932,2022.0,0.9625,17.41245382,0.522818131,0.017225842,0.9625,45.90768183,R&B / Soul,contemporary r&b
3429,Vundabar,Alien Blues,,,,,36481473,7/24/2015,1066518,2015.0,0.875,17.41231513,0.522804672,0.278653672,0.875,51.99984374,Hip-Hop / Rap,rap
3430,Drake,0 To 100 / The Catch Up,,,,,36440818,7/14/2013,410843,2013.0,0.85,17.41120011,0.522696461,0.107342368,0.85,46.35509412,Hip-Hop / Rap,rap
3431,Mc Paiva ZS,Casei Com a Putaria,,,,,36431050,7/1/2022,155433,2022.0,0.9625,17.41093202,0.522670444,0.040610191,0.9625,46.60182795,Hip-Hop / Rap,"brazilian funk, trap funk, funk consciente, funk carioca"
3432,Kendrick Lamar,Rich Spirit,,,,,36420220,5/13/2022,876645,2022.0,0.9625,17.4106347,0.52264159,0.229044657,0.9625,52.25341921,Hip-Hop / Rap,"hip hop, west coast hip hop"
3433,Taylor Swift,I Forgot That You Existed,,,,,36405032,8/23/2019,599722,2019.0,0.925,17.41021759,0.522601111,0.156691677,0.925,49.33080585,Indie / Alternative,"contemporary country, country pop, alternative pop, synth-pop, pop"
3434,Peso Pluma,TOMMY & PAMELA,,,,,36398241,6/20/2024,67119,2024.0,0.9875,17.41003103,0.522583006,0.017535976,0.9875,46.40522956,Other,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos"
3435,Post Malone,Allergic,,,,,36394259,9/6/2019,248555,2019.0,0.925,17.40992163,0.522572388,0.064940616,0.925,46.5768379,Hip-Hop / Rap,"r&b, alternative r&b, contemporary r&b, cloud rap, trap"
3436,Lauren Spencer Smith,Flowers,,,,,36387201,8/18/2023,112614,2023.0,0.975,17.40972768,0.522553566,0.029422669,0.975,46.51035836,Hip-Hop / Rap,"pop rock, contemporary r&b, electropop, teen pop, rock"
3437,J. Cole,Motiv8,,,,,36361880,4/20/2018,194198,2018.0,0.9125,17.40903156,0.522486009,0.050738506,0.9125,45.89645564,Hip-Hop / Rap,rap
3438,Lana Del Rey,Lust for Life,,,,,36351082,7/21/2017,51060,2017.0,0.9,17.40873456,0.522457186,0.013340165,0.9,44.52306423,Indie / Alternative,"hawaiian glam metal, chamber pop, dream pop, sad girl pop, electronic"
3439,Travis Scott,WAKE UP,,,,,36198853,8/5/2022,520376,2022.0,0.9625,17.40453802,0.522049922,0.135960573,0.9625,49.43131329,Rock,rap
3440,"Tyler, The Creator",NEW MAGIC WAND,,,,,36125909,5/17/2019,1671027,2019.0,0.925,17.40252089,0.521854165,0.436596594,0.925,57.69060608,Hip-Hop / Rap,rap
3441,Taylor Swift,The Albatross,,,,,36077910,4/19/2024,394984,2024.0,0.9875,17.40119135,0.521725137,0.103198813,0.9875,48.9322212,Indie / Alternative,"country pop, contemporary country, pop, electropop, country"
3442,Ed Sheeran,Save Myself,,,,,36063431,3/3/2017,172858,2017.0,0.9,17.40078995,0.521686181,0.045162903,0.9,45.43919616,Folk / Country,soft pop
3443,Matuê,Conexões de Máfia,,,,,36036913,4/30/2023,456,2023.0,0.975,17.40005436,0.521614794,0.000118619,0.975,45.58429827,Hip-Hop / Rap,"brazilian trap, trap, brazilian hip hop, trap funk"
3444,Ariana Grande,Be Alright,,,,,36032142,6/29/2018,492945,2018.0,0.9125,17.39992196,0.521601945,0.128793546,0.9125,48.19390362,Hip-Hop / Rap,pop
3445,Tate McRae,2 hands,,,,,36005877,11/14/2024,343258,2024.0,0.9875,17.39919276,0.521531178,0.089684116,0.9875,48.5170824,Rock,"alternative pop, contemporary r&b, dance-pop, pop, pop rock"
3446,Tiago PZK,Nos Comemos,,,,,35935335,6/9/2022,335,2022.0,0.9625,17.39723166,0.521340858,8.7e-05,0.9625,45.31965304,Hip-Hop / Rap,"argentine trap, urbano latino"
3447,Felix Jaehn,Hot2Touch,,,,,35932558,2/16/2018,95171,2018.0,0.9125,17.39715438,0.521333358,0.024865254,0.9125,45.06262553,Electronic / EDM,tropical house
3448,Billie Eilish,8,,,,,35867464,8/12/2025,606677,2025.0,1.0,17.39534118,0.521157391,0.158508842,1.0,50.81313484,Indie / Alternative,"bedroom pop, indie pop, alternative r&b, art pop, pop soul"
3449,Ariana Grande,Popular,,,,,35861898,6/2/2023,388961,2023.0,0.975,17.39518598,0.52114233,0.101625155,0.975,48.60587115,Hip-Hop / Rap,pop
3450,Apache 207,200 km/h,,,,,35857142,10/25/2019,42238,2019.0,0.925,17.39505335,0.521129459,0.011035199,0.925,44.88752891,Hip-Hop / Rap,german hip hop
3451,State of Sound,Wake Up Where You Are,,,,,35821119,9/30/2016,54570,2016.0,0.8875,17.39404822,0.521031913,0.014257239,0.8875,44.22931284,Hip-Hop / Rap,tropical house
