Id,Artist,Title,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Total,ReleaseDate,Unique_Listener,Year,Recency,log_Total,log_Total_norm,Unique_norm,Recency_norm,SongScore,MainGenre,Genre
3979,Drake,GIMME A HUG,,,,,25068304,2/14/2025,232374,2025.0,1.0,17.03711486,0.486392411,0.06071293,1.0,46.14100847,Latin,rap
3980,Mura Masa,Love$ick,,,,,25065223,3/8/2024,78347,2024.0,0.9875,17.03699195,0.486380483,0.020469568,0.9875,44.6831112,Indie / Alternative,"electronic dance music, contemporary r&b, pop rap, channel islands indie, alternative r&b"
3981,Ariana Grande,just like magic,,,,,25055458,10/30/2020,478988,2020.0,0.9375,17.03660229,0.486342668,0.125146934,0.9375,46.82154141,Hip-Hop / Rap,pop
3983,"Tyler, The Creator",Take Your Mask Off,,,,,25036004,10/28/2024,358754,2024.0,0.9875,17.03582555,0.486267287,0.093732829,0.9875,46.87534923,Hip-Hop / Rap,rap
3984,IU,eight(Prod.&Feat. SUGA of BTS),,,,,25022226,5/6/2020,395579,2020.0,0.9375,17.03527507,0.486213864,0.103354271,0.9375,46.16132135,Latin,"k-pop, k-ballad"
3985,Drake,Jaded,,,,,25013891,6/29/2018,326874,2018.0,0.9125,17.03494191,0.486181532,0.085403391,0.9125,45.12117834,Latin,rap
3986,Juice WRLD,Stay High,,,,,25000085,9/24/2014,280454,2014.0,0.8625,17.03438982,0.486127954,0.073275019,0.8625,43.75464823,Hip-Hop / Rap,"melodic rap, emo rap"
3987,Sabrina Carpenter,Don’t Smile,,,,,24975804,8/23/2024,650401,2024.0,0.9875,17.03341811,0.486033652,0.169932818,0.9875,49.14966713,Pop,pop
3988,Fleur East,Sax,,,,,24971901,6/26/2025,140136,2025.0,1.0,17.03326183,0.486018485,0.036613472,1.0,45.39932839,R&B / Soul,"dance-pop, pop, pop rap, r&b, soul"
3989,Cash Cash,All My Love,,,,,24963585,10/4/2024,448,2024.0,0.9875,17.03292876,0.485986161,0.000116529,0.9875,44.05280391,Electronic / EDM,edm
3990,Kodak Black,Calling My Spirit,,,,,24953621,12/14/2018,258341,2018.0,0.9125,17.03252954,0.485947418,0.067497451,0.9125,44.5722944,Hip-Hop / Rap,"rap, trap"
3991,Rauw Alejandro,Se Fue,,,,,24914297,11/15/2024,59677,2024.0,0.9875,17.03095241,0.485794361,0.015591569,0.9875,44.50746514,Hip-Hop / Rap,"reggaeton, urbano latino, trap latino, latin"
3992,"Tyler, The Creator",Judge Judy,,,,,24912524,10/28/2024,759854,2024.0,0.9875,17.03088125,0.485787455,0.198530121,0.9875,49.99527636,Hip-Hop / Rap,rap
3993,CORPSE,E-GIRLS ARE RUINING MY LIFE!,,,,,24898410,9/25/2020,295907,2020.0,0.9375,17.03031454,0.485732458,0.077312497,0.9375,45.35599779,Hip-Hop / Rap,trap metal
3994,Nipsey Hussle,Racks In The Middle,,,,,24895225,2/15/2019,437,2019.0,0.925,17.03018662,0.485720043,0.000113655,0.925,42.78941177,Hip-Hop / Rap,west coast hip hop
3995,Sia,No New Friends,,,,,24888973,4/12/2019,41241,2019.0,0.925,17.02993545,0.485695668,0.010774708,0.925,43.10802464,Latin,"indie pop, pop, art pop, alternative pop, dance-pop"
3996,Bad Bunny,Chambea,,,,,24883819,12/1/2017,102098,2017.0,0.9,17.02972835,0.485675569,0.026675104,0.9,43.08403158,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
3997,Tory Lanez,Broke In A Minute,,,,,24868398,4/10/2020,462683,2020.0,0.9375,17.02910844,0.485615408,0.12088685,0.9375,46.65737591,Indie / Alternative,"alternative r&b, contemporary r&b, r&b"
3999,Gryffin,Tie Me Down,,,,,24835125,5/29/2020,6957,2020.0,0.9375,17.02776958,0.485485475,0.001817166,0.9375,43.07878874,Pop,"edm, melodic bass"
4000,Pashanim,Sommergewitter,,,,,24830530,6/24/2021,70805,2021.0,0.95,17.02758454,0.485467518,0.018499034,0.95,43.82834692,Hip-Hop / Rap,german hip hop
4001,Kendrick Lamar,GOD.,,,,,24827306,4/14/2017,584245,2017.0,0.9,17.02745469,0.485454916,0.152647928,0.9,46.85218366,Hip-Hop / Rap,"hip hop, west coast hip hop"
4002,Justin Bieber,Get Me,,,,,24812684,2/14/2020,58722,2020.0,0.9375,17.02686557,0.485397744,0.015342052,0.9375,43.48014873,Pop,"dance-pop, pop, pop rap, r&b, teen pop"
4003,James Arthur,Falling like the Stars,,,,,24781219,10/18/2019,235689,2019.0,0.925,17.02559667,0.485274599,0.061579056,0.925,44.61110164,R&B / Soul,soft pop
4004,Easykid,Shiny,,,,,40855761,6/11/2025,41094,2025.0,1.0,17.52555842,0.533794654,0.010736301,1.0,47.01182171,K-Pop,"reggaeton chileno, chilean trap"
4005,Luan Pereira,DENTRO DA HILUX,,,,,24766444,8/24/2023,111586,2023.0,0.975,17.02500027,0.485216721,0.029154079,0.975,44.63545839,K-Pop,"agronejo, sertanejo, sertanejo universitário, piseiro"
4006,XXXTENTACION,Carry On,,,,,24760748,,486809,,,17.02477026,0.485194398,0.127190364,,,Hip-Hop / Rap,emo rap
4007,Alesso,I Wanna Know,,,,,24746227,4/18/2000,84398,2000.0,0.6875,17.02418363,0.485137468,0.022050542,0.6875,38.66838964,Other,edm
4008,Wyclef Jean,Divine Sorrow,,,,,24738083,11/24/2014,49717,2014.0,0.8625,17.02385448,0.485105524,0.012989273,0.8625,41.89495439,Other,r&b
4009,Imagine Dragons,Wrecked,,,,,24731162,7/1/2022,241775,2022.0,0.9625,17.02357467,0.485078369,0.063169174,0.9625,45.39899367,Rock,"pop rock, rock, alternative rock, electropop, alternative pop"
4010,Radiohead,No Surprises,,,,,24707927,5/28/1997,3137349,1997.0,0.65,17.02263472,0.48498715,0.819709468,0.65,61.84064153,Rock,"art rock, alternative rock"
4011,Drake,Finesse,,,,,24703760,11/17/2016,448088,2016.0,0.8875,17.02246606,0.484970782,0.117073545,0.8875,45.51074544,K-Pop,rap
4012,Repsaj,MONTAGEM BAILÃO,,,,,24680098,4/4/2025,129818,2025.0,1.0,17.02150777,0.484877782,0.033917639,1.0,45.26141828,K-Pop,"phonk, brazilian phonk"
4013,Kanye West,Believe What I Say,,,,,24654817,8/29/2021,590860,2021.0,0.95,17.0204829,0.484778321,0.15437626,0.95,47.87020383,Hip-Hop / Rap,rap
4014,Anuel AA,Súbelo,,,,,24648376,11/26/2021,47047,2021.0,0.95,17.02022161,0.484752964,0.012291669,0.95,43.60639827,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4015,V,Christmas Tree,,,,,24637013,12/24/2021,298957,2021.0,0.95,17.0197605,0.484708214,0.078109385,0.95,45.57869226,Pop,k-pop
4016,LunchMoney Lewis,Whip It!,,,,,24628540,4/11/2025,39727,2025.0,1.0,17.01941653,0.484674833,0.010379138,1.0,44.54511578,Jazz / Blues,blues
4017,David Guetta,Better When You're Gone,,,,,24597139,2/8/2019,97407,2019.0,0.925,17.01814073,0.48455102,0.025449464,0.925,43.49103491,Electronic / EDM,edm
4018,Post Malone,Deja Vu,,,,,24563030,5/21/2021,330540,2021.0,0.95,17.01675307,0.48441635,0.086361224,0.95,45.81165422,Hip-Hop / Rap,"pop rap, trap, country, contemporary r&b, cloud rap"
4019,Morgan Wallen,Somebody’s Problem,,,,,24545978,1/8/2021,71725,2021.0,0.95,17.01605861,0.484348955,0.018739407,0.95,43.77962994,Folk / Country,country
4020,Travis Scott,R.I.P. SCREW,,,,,24525276,8/3/2018,508222,2018.0,0.9125,17.01521486,0.484267071,0.13278504,0.9125,46.44690471,Hip-Hop / Rap,rap
4021,Peso Pluma,Rosa Pastel,,,,,24522989,8/21/2020,70240,2020.0,0.9375,17.0151216,0.48425802,0.018351414,0.9375,43.51344344,Other,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos"
4022,Nico & Vinz,In Your Arms,,,,,24507403,3/7/2018,87456,2018.0,0.9125,17.01448583,0.484196321,0.02284952,0.9125,43.14530161,Jazz / Blues,"pop, rhythm and blues"
4023,Kid Cudi,Show Out,,,,,24498722,1/1/2005,5031,2005.0,0.75,17.01413155,0.484161938,0.001313951,0.75,39.24751543,Indie / Alternative,"pop rap, trap"
4024,"Tyler, The Creator",I THINK,,,,,24487438,8/1/2025,1249545,2025.0,1.0,17.01367085,0.484117228,0.326474001,1.0,54.00008145,Hip-Hop / Rap,rap
4025,Justin Bieber,Off My Face,,,,,24450148,3/19/2021,292538,2021.0,0.95,17.01214687,0.48396933,0.076432262,0.95,45.49143435,Pop,"dance-pop, pop, pop rap, r&b, teen pop"
4026,J. Cole,Photograph,,,,,24440967,6/21/2014,178200,2014.0,0.8625,17.0117713,0.483932882,0.046558633,0.8625,42.84340307,Hip-Hop / Rap,rap
4027,Adele,Cry Your Heart Out,,,,,24440113,11/19/2021,268352,2021.0,0.95,17.01173636,0.483929491,0.070113072,0.95,45.29986668,R&B / Soul,soft pop
4028,Miley Cyrus,When I Look At You,,,,,24411328,1/1/2009,508854,2009.0,0.8,17.01055789,0.483815123,0.132950165,0.8,44.1792611,Pop,"teen pop, power pop, rock, electropop, pop"
4029,Kendrick Lamar,We Cry Together,,,,,24404300,5/13/2022,624683,2022.0,0.9625,17.01026995,0.483787179,0.163213355,0.9625,48.3357596,Hip-Hop / Rap,"hip hop, west coast hip hop"
4030,Bryson Tiller,Sorry Not Sorry,,,,,24399209,9/29/2017,238934,2017.0,0.9,17.01006131,0.483766932,0.062426892,0.9,44.06115335,Hip-Hop / Rap,"trap soul, r&b"
4031,Kanye West,Wouldn't Leave,,,,,24394470,6/1/2018,463727,2018.0,0.9125,17.00986707,0.483748081,0.121159621,0.9125,46.07219265,Hip-Hop / Rap,rap
4032,Dua Lipa,Want To,,,,,24391815,8/9/2024,160839,2024.0,0.9875,17.00975822,0.483737518,0.042022643,0.9875,45.19755516,K-Pop,pop
4033,.Feast,Tarot,,,,,24370960,8/30/2024,12600,2024.0,0.9875,17.00890286,0.483654507,0.003291539,0.9875,44.0314715,Rock,"indonesian indie, indonesian rock, indorock, indonesian pop"
4034,Bad Bunny,Que Malo,,,,,24352142,2/29/2020,150876,2020.0,0.9375,17.00813041,0.483579543,0.039419563,0.9375,44.111564,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4035,Lazza,CENERE,,,,,24336574,4/7/2022,36959,2022.0,0.9625,17.00749092,0.483517481,0.00965593,0.9625,43.71555197,Hip-Hop / Rap,italian trap
4036,Rauw Alejandro,Enchule,,,,,24299690,11/13/2020,44345,2020.0,0.9375,17.00597419,0.483370287,0.011585705,0.9375,43.26608549,Hip-Hop / Rap,"reggaeton, urbano latino, trap latino, latin"
4037,Adele,To Be Loved,,,,,24299083,8/22/2025,254178,2025.0,1.0,17.00594921,0.483367862,0.066409764,1.0,46.16068604,R&B / Soul,soft pop
4038,Sam Smith,My Oasis,,,,,24282141,5/20/2022,11727,2022.0,0.9625,17.00525174,0.483300175,0.003063446,0.9625,43.50691211,Indie / Alternative,soft pop
4039,Sia,Genius,,,,,24277774,4/12/2019,26383,2019.0,0.925,17.00507188,0.48328272,0.006892688,0.925,42.87091663,K-Pop,"indie pop, pop, art pop, alternative pop, dance-pop"
4040,Tinie Tempah,Not Letting Go,,,,,24276469,2/14/2020,2138,2020.0,0.9375,17.00501813,0.483277503,0.000558083,0.9375,42.93061763,Other,grime
4041,BLACKPINK,Hard to Love,,,,,24270451,9/16/2022,342058,2022.0,0.9625,17.0047702,0.483253442,0.089370587,0.9625,46.09378972,Pop,k-pop
4042,Treyce,Lovezinho,,,,,24213241,8/28/2019,79384,2019.0,0.925,17.00241023,0.483024413,0.02074051,0.925,43.27343596,K-Pop,rap
4043,Bad Bunny,Hablamos Mañana,,,,,24181407,2/29/2020,126795,2020.0,0.9375,17.00109463,0.482896737,0.033127806,0.9375,43.88867105,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4044,Bad Bunny,THUNDER Y LIGHTNING,,,,,24163254,10/13/2023,96810,2023.0,0.975,17.00034365,0.482823856,0.025293483,0.975,44.39999732,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4045,Taylor Swift,Glitch,,,,,24162823,9/20/2022,463476,2022.0,0.9625,17.00032581,0.482822125,0.121094041,0.9625,47.02392749,Indie / Alternative,"indie folk, pop rock, pop, contemporary country, alternative pop"
4046,SZA,Used,,,,,24158526,12/9/2022,4611,2022.0,0.9625,17.00014796,0.482804865,0.001204215,0.9625,43.42636972,Hip-Hop / Rap,r&b
4047,Travis Scott,NO BYSTANDERS,,,,,24087387,8/3/2018,626064,2018.0,0.9125,16.99719894,0.48251867,0.163574176,0.9125,47.28315878,Hip-Hop / Rap,rap
4048,Justin Bieber,All In It,,,,,13163714,11/13/2015,94141,2015.0,0.875,16.39297474,0.423880203,0.024596141,0.875,39.43189438,Pop,"dance-pop, pop, pop rap, r&b, teen pop"
4049,Ariana Grande,pete davidson,,,,,13150600,8/17/2018,404666,2018.0,0.9125,16.39197802,0.423783474,0.105728474,0.9125,42.61102792,Hip-Hop / Rap,pop
4050,Dua Lipa,These Walls,,,,,13104607,3/16/2015,374518,2015.0,0.875,16.38847448,0.423443464,0.097851564,0.875,41.60772013,Indie / Alternative,pop
4051,Sub Urban,Cradles,,,,,13099396,1/4/2019,516935,2019.0,0.925,16.38807676,0.423404866,0.135061526,0.925,43.72208908,K-Pop,"indie pop, pop, punk rock, trap metal"
4052,The Weeknd,Enjoy The Show,,,,,13078981,1/31/2025,153490,2025.0,1.0,16.38651707,0.423253502,0.040102535,1.0,42.36575115,Indie / Alternative,"contemporary r&b, pop, r&b, hypnagogic pop, synth-pop"
4053,Playboi Carti,CRANK,,,,,13046754,3/14/2025,371930,2025.0,1.0,16.38405,0.423014079,0.097175385,1.0,44.06596551,Hip-Hop / Rap,rage rap
4054,One Direction,A.M.,,,,,13035397,11/13/2015,252007,2015.0,0.875,16.38317914,0.422929564,0.065842537,0.875,40.6217543,Folk / Country,"folk pop, teen pop, pop rock, power pop, pop"
4055,Taylor Swift,Never Grow Up (Taylor's Version),,,,,13030078,7/7/2023,370171,2023.0,0.975,16.38277101,0.422889956,0.096715803,0.975,43.5459719,Indie / Alternative,"pop, indie folk, country, contemporary country, synth-pop"
4056,Eminem,Antichrist,,,,,13012310,7/12/2024,140861,2024.0,0.9875,16.38140647,0.422757531,0.036802896,0.9875,41.99196342,Hip-Hop / Rap,"rap, hip hop"
4057,XXXTENTACION,bad vibes forever,,,,,13009351,12/6/2019,238721,2019.0,0.925,16.38117904,0.42273546,0.062371241,0.925,41.50791019,Hip-Hop / Rap,emo rap
4058,Joji,Your Man,,,,,12998159,,289850,,,16.38031837,0.422651933,0.075729956,,,Indie / Alternative,"alt-pop, alternative r&b, art pop, r&b/soul"
4059,Rae Sremmurd,Throw Sum Mo,,,,,12994341,1/6/2015,252719,2015.0,0.875,16.38002459,0.422623423,0.066028564,0.875,40.61202807,Hip-Hop / Rap,"pop rap, trap"
4060,Macklemore & Ryan Lewis,Same Love,,,,,12990482,10/9/2012,17174,2012.0,0.8375,16.37972757,0.422594598,0.00448661,0.8375,38.01432818,Hip-Hop / Rap,pop rap
4061,J. Cole,4 Your Eyez Only,,,,,12973238,12/9/2016,295749,2016.0,0.8875,16.37839926,0.422465688,0.077271215,0.8875,41.19142087,Hip-Hop / Rap,rap
4062,Imagine Dragons,Shots,,,,,12965053,5/4/2015,279431,2015.0,0.875,16.37776814,0.42240444,0.073007735,0.875,40.81045404,Rock,"pop rock, pop, alternative rock, electropop, alternative pop"
4063,Loredana,Kein Plan,,,,,12964946,9/13/2019,12232,2019.0,0.925,16.37775989,0.422403639,0.00319539,0.925,39.71604366,Hip-Hop / Rap,german hip hop
4064,Maroon 5,It Was Always You,,,,,12955909,5/18/2015,208485,2015.0,0.875,16.37706261,0.42233597,0.054471338,0.875,40.25093866,Rock,pop
4065,Juice WRLD,Make Believe,,,,,12948368,4/28/2023,269154,2023.0,0.975,16.37648039,0.422279467,0.070322614,0.975,42.72365179,Hip-Hop / Rap,"melodic rap, emo rap"
4066,Bad Bunny,Puesto Pa' Guerrial,,,,,12942864,2/29/2020,78015,2020.0,0.9375,16.37605523,0.422238206,0.020382825,0.9375,40.47339506,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4067,Taylor Swift,Treacherous (Taylor's Version),,,,,12923909,11/12/2021,497223,2021.0,0.95,16.37458964,0.422095975,0.129911279,0.95,44.0021371,Indie / Alternative,"country pop, pop, electropop, pop rock, contemporary country"
4068,XXXTENTACION,I don’t even speak spanish lol,,,,,12918082,3/16/2018,37760,2018.0,0.9125,16.37413867,0.422052209,0.009865211,0.9125,39.64856678,Hip-Hop / Rap,emo rap
4069,Bad Bunny,HOY COBRÉ,,,,,12914431,11/27/2020,93182,2020.0,0.9375,16.373856,0.422024777,0.024345579,0.9375,40.5816062,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4070,Katy Perry,Cozy Little Christmas,,,,,12910536,11/15/2018,226344,2018.0,0.9125,16.37355436,0.421995503,0.059137443,0.9125,41.12389844,Pop,pop
4071,Adele,Love Is A Game,,,,,12906942,11/19/2021,214889,2021.0,0.95,16.37327594,0.421968483,0.056144541,0.95,41.7827604,R&B / Soul,soft pop
4072,Kanye West,Every Hour,,,,,12900186,10/25/2019,317226,2019.0,0.925,16.37275237,0.421917671,0.082882613,0.925,42.08236195,Hip-Hop / Rap,rap
4073,"Tyler, The Creator",Tomorrow,,,,,12877575,2/12/2014,699942,2014.0,0.8625,16.37099806,0.421747421,0.182876629,0.8625,43.82366992,K-Pop,rap
4074,Kendrick Lamar,Mr. Morale,,,,,12872010,5/13/2022,522964,2022.0,0.9625,16.37056582,0.421705473,0.136636752,0.9625,44.43437619,Hip-Hop / Rap,"hip hop, west coast hip hop"
4075,Mason Ramsey,Famous,,,,,12863766,6/23/2025,29840,2025.0,1.0,16.36992516,0.421643298,0.007795915,1.0,41.31604235,Folk / Country,country
4076,Banda MS de Sergio Lizárraga,Qué Maldición,,,,,12848688,5/1/2020,51521,2020.0,0.9375,16.36875234,0.421529479,0.013460612,0.9375,40.23029232,Latin,"banda, norteño, grupera, música mexicana, ranchera, corrido"
4077,Rita Ora,Poison,,,,,12844876,1/1/1990,188131,1990.0,0.5625,16.36845561,0.421500682,0.049153352,0.5625,33.79963468,Rock,"contemporary r&b, dance-pop, electropop, pop, pop rock"
4078,Lil Peep,Save That Shit,,,,,12842499,8/15/2017,665900,2017.0,0.9,16.36827054,0.421482721,0.173982315,0.9,44.29360553,Hip-Hop / Rap,"emo rap, cloud rap"
4079,Jung Kook,Closer to You,,,,,12835896,9/4/2025,740,2025.0,1.0,16.36775626,0.421432811,0.000192821,1.0,41.07742519,R&B / Soul,k-pop
4080,Rudimental,Sun Comes Up,,,,,12833526,8/8/2025,35879,2025.0,1.0,16.3675716,0.421414891,0.009373753,1.0,41.35195715,Other,"electronic, pop, soul"
4081,Drake,No Tellin',,,,,12828326,2/12/2015,293058,2015.0,0.875,16.36716633,0.421375561,0.076568125,0.875,40.86582178,K-Pop,rap
4082,SZA,Hit Different,,,,,12812403,9/4/2020,420075,2020.0,0.9375,16.36592432,0.421255027,0.109754457,0.9375,43.10538503,Hip-Hop / Rap,r&b
4083,¥$,VULTURES,,,,,12788706,11/22/2023,422332,2023.0,0.975,16.36407307,0.421075368,0.110344154,0.975,43.86409299,Electronic / EDM,rap
4084,Taylor Swift,cowboy like me,,,,,12782098,12/11/2020,532723,2020.0,0.9375,16.36355623,0.42102521,0.139186532,0.9375,43.97685643,Indie / Alternative,"indie folk, contemporary country, country, country pop, synth-pop"
4085,Joyner Lucas,Your Heart,,,,,12781969,1/15/2016,107034,2016.0,0.8875,16.36354614,0.42102423,0.027964756,0.8875,39.64015419,Hip-Hop / Rap,rap
4086,Sidhu Moose Wala,295,,,,,12769116,7/7/2025,25530,2025.0,1.0,16.36254008,0.420926594,0.006669821,1.0,41.24642435,Hip-Hop / Rap,"punjabi hip hop, punjabi pop, bhangra, desi hip hop"
4087,Meek Mill,Sharing Locations,,,,,12764821,10/1/2021,710,2021.0,0.95,16.36220366,0.420893946,0.000184983,0.95,40.05024678,Hip-Hop / Rap,rap
4088,Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],,,,,12754745,11/24/2014,82603,2014.0,0.8625,16.361414,0.420817311,0.021581553,0.8625,38.93831213,Hip-Hop / Rap,"dance-pop, electropop, latin pop, pop rap"
4089,Ozuna,Del Mar,,,,,12748732,9/4/2020,149364,2020.0,0.9375,16.36094245,0.420771549,0.039024515,0.9375,40.95931288,Hip-Hop / Rap,"reggaeton, trap latino, latin, urbano latino"
4091,Kanye West,God Is,,,,,12735722,10/25/2019,475405,2019.0,0.925,16.35992144,0.420672462,0.124210787,0.925,43.25994669,Classical / Instrumental,rap
4092,Bryant Myers,Tanta Falta,,,,,12731471,10/10/2018,20791,2018.0,0.9125,16.3595876,0.420640063,0.00543164,0.9125,39.44495236,Hip-Hop / Rap,"trap latino, reggaeton, trap, urbano latino"
4093,Playboi Carti,WE NEED ALL DA VIBES,,,,,12718928,3/14/2025,207589,2025.0,1.0,16.35860191,0.420544405,0.054237236,1.0,42.65433733,Hip-Hop / Rap,rage rap
4094,Jung Kook,Somebody,,,,,12710025,1/1/2011,242103,2011.0,0.825,16.35790169,0.42047645,0.063254872,0.825,39.42146865,R&B / Soul,k-pop
4095,Ninho,Lettre à une femme,,,,,12708631,3/7/2020,28692,2020.0,0.9375,16.35779201,0.420465805,0.007495972,0.9375,39.99816943,Hip-Hop / Rap,"french rap, pop urbaine"
4096,Paloma Mami,Fingías,,,,,12701721,3/22/2019,58202,2019.0,0.925,16.35724813,0.420413024,0.015206189,0.925,39.97683686,Hip-Hop / Rap,"chilean trap, reggaeton chileno"
4097,Burl Ives,Christmas Child,,,,,12679140,10/1/1965,12204,1965.0,0.25,16.35546876,0.42024034,0.003188074,0.25,26.10765924,Folk / Country,christmas
4098,Luke Combs,The Kind of Love We Make,,,,,12670493,6/24/2022,164671,2022.0,0.9625,16.35478654,0.420174133,0.043023847,0.9625,41.54942205,Folk / Country,country
4099,cakal,İmdat,,,,,12664655,5/13/2022,19701,2022.0,0.9625,16.35432568,0.420129407,0.005146851,0.9625,40.41087588,K-Pop,"turkish hip hop, drill"
4100,Bad Bunny,MALDITA POBREZA,,,,,12660806,11/27/2020,80122,2020.0,0.9375,16.35402172,0.420099908,0.020933331,0.9375,40.38299533,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4101,Kendrick Lamar,Crown,,,,,12654671,3/4/2019,525158,2019.0,0.925,16.35353703,0.420052871,0.137209988,0.925,43.61894319,Hip-Hop / Rap,"hip hop, west coast hip hop"
4102,DJ Khaled,Wish Wish,,,,,12652972,3/23/2023,2039,2023.0,0.975,16.35340277,0.420039841,0.000532217,0.975,40.51795852,Hip-Hop / Rap,"contemporary r&b, gangsta rap, pop rap, trap rap"
4103,Beyoncé,MOOD 4 EVA,,,,,12651284,7/19/2019,32423,2019.0,0.925,16.35326935,0.420026893,0.008470788,0.925,39.75546827,Indie / Alternative,"pop rap, contemporary r&b, pop soul, r&b, electropop"
4104,J. Cole,t h e . c l i m b . b a c k,,,,,12648655,9/27/2024,253237,2024.0,0.9875,16.35306152,0.420006724,0.066163904,0.9875,42.73525332,Hip-Hop / Rap,rap
4105,Twenty One Pilots,Morph,,,,,12618211,1/5/2021,319988,2021.0,0.95,16.35065173,0.419772859,0.083604253,0.95,42.49677055,Hip-Hop / Rap,"pop rap, electropop, alternative pop, rap, indietronica"
4106,The Weeknd,Starry Eyes,,,,,12612116,1/6/2022,459335,2022.0,0.9625,16.35016858,0.41972597,0.120012102,0.9625,43.83666159,Indie / Alternative,"contemporary r&b, hypnagogic pop, pop, dance-pop, alternative r&b"
4107,Beyoncé,I'M THAT GIRL,,,,,12611288,7/29/2022,526637,2022.0,0.9625,16.35010292,0.419719599,0.137596414,0.9625,44.36387236,Indie / Alternative,"soul, country, pop rap, r&b, alternative r&b"
4108,Seeb,What Do You Love,,,,,12604589,10/14/2016,47817,2016.0,0.8875,16.34957159,0.419668035,0.012492851,0.8875,39.10818725,K-Pop,rage rap
4109,Kanye West,Water,,,,,12604488,7/28/2023,283658,2023.0,0.975,16.34956358,0.419667257,0.074112143,0.975,42.70672713,Hip-Hop / Rap,rap
4110,Chance the Rapper,I Might Need Security,,,,,12601804,7/19/2018,96004,2018.0,0.9125,16.34935062,0.419646589,0.025082896,0.9125,39.98481635,Hip-Hop / Rap,"pop rap, hip-hop, rap, jazz rap, r&b"
4111,Marília Mendonça,Ciumeira - Ao Vivo,,,,,12590620,2/22/2019,133816,2019.0,0.925,16.34846273,0.419560422,0.034962216,0.925,40.52688759,Other,"sertanejo, sertanejo universitário, arrocha, forró"
4112,Young Thug,Chanel (Go Get It),,,,,12584012,8/17/2018,553,2018.0,0.9125,16.34793776,0.419509475,0.000143962,0.9125,39.22979262,Hip-Hop / Rap,"rap, melodic rap, trap"
4113,benny blanco,You,,,,,12580090,4/27/2017,1282,2017.0,0.9,16.34762604,0.419479224,0.000334432,0.9,38.98399414,K-Pop,pop
4114,Drake,Drew A Picasso,,,,,12574912,10/6/2023,245751,2023.0,0.975,16.34721436,0.419439271,0.064208002,0.975,42.39820359,K-Pop,rap
4115,Sofia Carson,Come Back Home,,,,,12560179,2/27/2014,62808,2014.0,0.8625,16.34604205,0.419325501,0.01640962,0.8625,38.70856367,Pop,"dance-pop, pop"
4116,Linkin Park,Over Each Other,,,,,12550313,11/15/2024,282153,2024.0,0.9875,16.34525624,0.419249241,0.073718924,0.9875,42.92402976,Hip-Hop / Rap,"nu metal, rap metal, rock, alternative metal"
4117,Bad Bunny,EL MUNDO ES MÍO,,,,,12507010,11/27/2020,74823,2020.0,0.9375,16.34179993,0.418913814,0.019548836,0.9375,40.28215576,Hip-Hop / Rap,"reggaeton, trap latino, urbano latino, latin"
4118,Dua Lipa,Pretty Please,,,,,12470982,9/24/2025,570512,2025.0,1.0,16.33891514,0.418633853,0.149059842,1.0,45.40348789,Indie / Alternative,pop
4120,Jung Kook,Shot Glass of Tears,,,,,12445444,11/3/2023,215275,2023.0,0.975,16.33686525,0.418434916,0.056245393,0.975,42.10910758,R&B / Soul,k-pop
4121,Bonez MC,Angeklagt,,,,,12443897,10/29/2020,19874,2020.0,0.9375,16.33674094,0.418422852,0.005192051,0.9375,39.82690411,Hip-Hop / Rap,german hip hop
4122,MERO,Baller los,,,,,12435927,3/15/2019,35786,2019.0,0.925,16.33610026,0.418360675,0.009349455,0.925,39.6985174,Hip-Hop / Rap,"german hip hop, turkish hip hop"
4123,Lauv,Who,,,,,12434298,7/19/2024,271290,2024.0,0.9875,16.33596926,0.418347962,0.070880697,0.9875,42.79381901,Indie / Alternative,"alternative pop, electropop, indie pop, pop"
4124,Rudimental,Let Me Live,,,,,12428973,4/1/2016,10536,2016.0,0.8875,16.33554092,0.418306392,0.002752268,0.8875,38.74788765,Other,"electronic, pop, soul"
4125,mgk,emo girl,,,,,12414063,3/25/2022,1752,2022.0,0.9625,16.33434058,0.418189903,0.000457231,0.9625,40.17321205,K-Pop,"pop punk, pop rap, rap rock"
4126,Drake,Another Late Night,,,,,12406355,10/6/2023,3057,2023.0,0.975,16.33371948,0.418129626,0.000798194,0.975,40.43042714,K-Pop,rap
4127,Kevin Gates,Thinking with My Dick,,,,,12404547,7/16/2013,837,2013.0,0.85,16.33357374,0.418115482,0.000218164,0.85,37.91231905,Hip-Hop / Rap,"gangsta rap, southern rap"
